Sample,Biological_Age_Immune_Coefficient_PPP,Biological_Age_Immune_Coefficient_TM,Concurrent_Infections_c,Cumulative_Exposure_Immune_Coefficient_PPP,Cumulative_Exposure_Immune_Coefficient_TM,Parasite_Density_Wave_Sigma,Run_Number,Scale_Factor_Age_a,Scale_Factor_Age_b,Scale_Factor_Cum_Exp_shape,Sim_Id,Wave_Vs_Infection_Relative_Weight
6,9.095167714451845,0.2503407086528689,27.57574315433921,7.801250700091974,0.9308312688029943,2.443905979112726,580752,4.334182056279373,0.1726050811458915,15.79224711372684,afe38e5a-1f33-ea11-a2c3-c4346bcb1551,60.7835049477052
8,12.87679919401336,1.914065006370464,24.7757041528689,14.1879491704808,0.387068557373875,3.523139141359962,84921,3.822192395893754,0.1217880851551897,96.53968279889801,b1e38e5a-1f33-ea11-a2c3-c4346bcb1551,75.025810205217
2,4.607964027470707,1.155582717906286,25.64074326757141,17.69868949859907,0.07817158794995623,4.634761145328941,426820,3.010667494618461,0.2963679175026486,34.7810397933865,abe38e5a-1f33-ea11-a2c3-c4346bcb1551,95.32840350692723
9,16.49176373937018,0.5721342813873358,23.95323880512456,13.66443261253195,1.694454659356216,3.273372840486436,114577,4.861309783265089,0.2627169259050087,68.89947154357432,b2e38e5a-1f33-ea11-a2c3-c4346bcb1551,49.59993936936787
3,14.47841363028972,0.8806195916410436,22.05362568471674,5.24823040223859,1.980783243037889,5.076491924026439,7436,4.652849342132293,0.1951524182817764,71.56100540834068,ace38e5a-1f33-ea11-a2c3-c4346bcb1551,4.509781887573952
4,1.839989007092544,1.543953214381079,29.73461012924319,1.193702448053396,0.5314679030010445,1.814872307902532,923948,3.79240484582674,0.2319299713893152,89.37523099951282,ade38e5a-1f33-ea11-a2c3-c4346bcb1551,39.05487986836953
1,11.87395989489461,1.267875086875879,26.15431478192745,8.94360844769359,1.582725599778245,0.6419455062555862,90688,3.568335209278211,0.2432954595837691,3.281161185252306,aae38e5a-1f33-ea11-a2c3-c4346bcb1551,83.40799051527445
5,18.88155328217816,0.003728853061007875,28.04125180732448,2.295349187771969,1.056110733872754,5.672084377401467,158582,3.248473945074746,0.2157414222544157,41.32072291736292,aee38e5a-1f33-ea11-a2c3-c4346bcb1551,15.67111770556547
7,2.070979280801625,0.6240295385280781,20.7773583947381,19.86040690536909,1.273596252741016,1.419491816538874,291387,4.585040264287576,0.1119766187428288,53.95869211457165,b0e38e5a-1f33-ea11-a2c3-c4346bcb1551,23.43052993891059
0,6.021046243033839,1.736052850953404,21.43076182249838,11.50345765159249,0.6291315074846814,4.057659976977386,57901,4.196983372413231,0.1567763035259524,20.77319402464466,a9e38e5a-1f33-ea11-a2c3-c4346bcb1551,51.86834866964783
